song_id,appearance_count,canonical_title,current_zh,suggested_zh,zh_action,zh_confidence,zh_note,current_en,suggested_en,en_action,en_confidence,en_note,source_summary,source_urls
SONG-0339,2,愛迷エレジー (Reloaded),愛迷エレジー (Reloaded),愛迷エレジー (Reloaded),KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,Lost Love Elegy,Lost Love Elegy,CURRENT,high,Existing en value is outside this audit gap.,"VocaDB: Japanese=愛迷エレジー, Romaji=Aimai Elegy, English=Love-Lost Elegy, Unspecified=Lost Love Elegy, Unspecified=사랑 미혹 엘레지 | Vocaloid Wiki: English=Lost Love Elegy, Romaji=Aimai Erejii",https://vocadb.net/S/1264 | https://vocaloid.fandom.com/wiki/%E6%84%9B%E8%BF%B7%E3%82%A8%E3%83%AC%E3%82%B8%E3%83%BC_%28Aimai_Elegy%29_%28album%29
SONG-0370,2,弱虫モンブラン (Reloaded),弱虫モンブラン (Reloaded),弱虫モンブラン (Reloaded),KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,Yowamushi,Yowamushi,CURRENT,high,Existing en value is outside this audit gap.,"Vocaloid Wiki: Official English=Yowamushi, English=Coward Montblanc, Romaji=Yowamushi Monburan",https://vocaloid.fandom.com/wiki/%E5%BC%B1%E8%99%AB%E3%83%A2%E3%83%B3%E3%83%96%E3%83%A9%E3%83%B3_%28Yowamushi_Montblanc%29
SONG-0441,2,你好 (Nǐhǎo),你好 (Nǐhǎo),你好 (Nǐhǎo),CURRENT,high,Existing zh value is outside this audit gap.,你好 (Nǐhǎo),Hello,TRANSLATE,high,Vocaloid Wiki marks Hello as Official English.,Vocaloid Wiki: Official English=Hello,https://vocaloid.fandom.com/wiki/%E4%BD%A0%E5%A5%BD_%28N%C7%90h%C7%8Eo%29
SONG-0065,1,intro (デP Megamix),intro (デP Megamix),intro (デP Megamix),KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,intro (デP Megamix),intro (デP Megamix),KEEP_ORIGINAL,low,No stable English expansion for デP in title evidence; preserve canonical title.,,https://search.bilibili.com/all?keyword=intro+%28%E3%83%87P+Megamix%29
SONG-0153,1,アドバンス,アドバンス,アドバンス,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,Advance,Advance,CURRENT,high,Existing en value is outside this audit gap.,"VocaDB: Japanese=アドバンス, English=Advance | Vocaloid Wiki: English=Advance, Romaji=Adobansu",https://vocadb.net/S/9518 | https://vocaloid.fandom.com/wiki/%E3%82%A2%E3%83%89%E3%83%90%E3%83%B3%E3%82%B9_%28Advance%29
SONG-0161,1,アングレイデイズ,アングレイデイズ,アングレイデイズ,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,ungray days,ungray days,CURRENT,high,Existing en value is outside this audit gap.,"VocaDB: Japanese=アングレイデイズ, English=ungray days, Unspecified=언그레이 데이즈 | Vocaloid Wiki: Official English=ungray days, Romaji=Angurei Deizu",https://vocadb.net/S/282018 | https://vocaloid.fandom.com/wiki/%E3%82%A2%E3%83%B3%E3%82%B0%E3%83%AC%E3%82%A4%E3%83%87%E3%82%A4%E3%82%BA_%28Ungray_Days%29
SONG-0175,1,ウララ,ウララ,ウララ,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,ウララ,URARA,TRANSLATE,medium,VocaDB exact match for Zankyou-P gives URARA/Urara.,"VocaDB: Japanese=ウララ, Romaji=Urara | Vocaloid Wiki page: HATSUNE MIKU EXPO 2017 MALAYSIA",https://vocadb.net/S/127287 | https://vocaloid.fandom.com/wiki/HATSUNE_MIKU_EXPO_2017_MALAYSIA
SONG-0244,1,とある娼婦の恋,とある娼婦の恋,とある娼婦の恋,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,A Certain Prostitute's Love,A Certain Prostitute's Love,CURRENT,high,Existing en value is outside this audit gap.,"VocaDB: Japanese=とある娼婦の恋, Romaji=Toaru Shoofu no Koi, English=Yes, We are the Opium Prostitutes!, Unspecified=A Certain Prostitute's Love | Vocaloid Wiki: English=A Certain Prostitute's Love, Romaji=Toaru Shoufu no Koi - Yes, We are the Opium Prostitutes!",https://vocadb.net/S/17294 | https://vocaloid.fandom.com/wiki/%E3%81%A8%E3%81%82%E3%82%8B%E5%A8%BC%E5%A9%A6%E3%81%AE%E6%81%8B_%28Toaru_Shoufu_no_Koi%29
SONG-0292,1,またね,またね,またね,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,See You,See You,CURRENT,high,Existing en value is outside this audit gap.,"VocaDB: Japanese=またね | Vocaloid Wiki: English=See You, Romaji=Mata ne",https://vocadb.net/S/2045 | https://vocaloid.fandom.com/wiki/%E3%81%BE%E3%81%9F%E3%81%AD_%28Mata_ne%29
SONG-0322,1,リンリンシグナル,リンリンシグナル,リンリンシグナル,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,RinRin Signal,RinRin Signal,CURRENT,high,Existing en value is outside this audit gap.,"Vocaloid Wiki: Official English=RinRin Signal, English=Rin Rin Signal ACT.2, Romaji=Rin Rin Shigunaru",https://vocaloid.fandom.com/wiki/%E3%83%AA%E3%83%B3%E3%83%AA%E3%83%B3%E3%82%B7%E3%82%B0%E3%83%8A%E3%83%AB_%28Rin_Rin_Signal%29
SONG-0350,1,既成事実三部作MegaMix,既成事実三部作MegaMix,既成事実三部作MegaMix,CURRENT,high,Existing zh value is outside this audit gap.,既成事実三部作MegaMix,既成事実三部作MegaMix,KEEP_ORIGINAL,low,No reliable English title found.,,https://search.bilibili.com/all?keyword=%E6%97%A2%E6%88%90%E4%BA%8B%E5%AE%9F%E4%B8%89%E9%83%A8%E4%BD%9CMegaMix
SONG-0352,1,牛乳飲め！,牛乳飲め！,牛乳飲め！,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,You Should Drink Milk!,You Should Drink Milk!,CURRENT,high,Existing en value is outside this audit gap.,"VocaDB: Japanese=牛乳飲め！, English=You Should Drink Milk!, Romaji=Gyuuyuu Nome! | Vocaloid Wiki: Official English=You Should Drink Milk!, Romaji=Gyuunyuu Nome!",https://vocadb.net/S/8790 | https://vocaloid.fandom.com/wiki/%E7%89%9B%E4%B9%B3%E9%A3%B2%E3%82%81%EF%BC%81_%28Gyuunyuu_Nome%21%29
SONG-0361,1,再来一单,再来一单,再来一单,CURRENT,high,Existing zh value is outside this audit gap.,再来一单,再来一单,KEEP_ORIGINAL,low,Chinese original title; no reliable English localization found.,VocaDB: Japanese=再来一单,https://vocadb.net/S/217775
SONG-0364,1,桜日和とタイムマシン,桜日和とタイムマシン,桜日和とタイムマシン,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,Sakura Biyori and Time Machine,Sakura Biyori and Time Machine,CURRENT,high,Existing en value is outside this audit gap.,"VocaDB: Japanese=桜日和とタイムマシン, English=Sakura Weather and Time Machine, Romaji=Sakurabiyori to Time Machine, Unspecified=Sakura Biyori and Time Machine, Unspecified=樱日和与时间机器 | Vocaloid Wiki: Official English=Sakura Biyori and Time Machine, English=Sakura Weather and Time Machine, Romaji=Sakura Biyori to Taimu Mashin",https://vocadb.net/S/618252 | https://vocaloid.fandom.com/wiki/%E6%A1%9C%E6%97%A5%E5%92%8C%E3%81%A8%E3%82%BF%E3%82%A4%E3%83%A0%E3%83%9E%E3%82%B7%E3%83%B3_%28Sakura_Biyori_to_Time_Machine%29
SONG-0366,1,四秒之眷,四秒之眷,四秒之眷,CURRENT,high,Existing zh value is outside this audit gap.,四秒之眷,Four Seconds of Care,REVIEW,low,"VocaDB contains an English rendering, but evidence for official/common status is weak.","VocaDB: Japanese=四秒之眷, Romaji=Sì Miǎo zhī Juàn, English=Four seconds of care | Vocaloid Wiki page: 四秒之眷 (Sì Miǎo zhī Juàn)",https://vocadb.net/S/109084 | https://vocaloid.fandom.com/wiki/%E5%9B%9B%E7%A7%92%E4%B9%8B%E7%9C%B7_%28S%C3%AC_Mi%C7%8Eo_zh%C4%AB_Ju%C3%A0n%29
SONG-0394,1,創聖のアクエリオン,創聖のアクエリオン,创圣的大天使,TRANSLATE,high,Widely established Chinese title of Genesis of Aquarion.,創聖のアクエリオン,Genesis of Aquarion,TRANSLATE,high,Widely established English title and VocaDB match.,Chinese community check: 创圣的大天使,https://search.bilibili.com/all?keyword=%22%E5%89%B5%E8%81%96%E3%81%AE%E3%82%A2%E3%82%AF%E3%82%A8%E3%83%AA%E3%82%AA%E3%83%B3%22+%22%E5%88%9B%E5%9C%A3%E7%9A%84%E5%A4%A7%E5%A4%A9%E4%BD%BF%22
SONG-0399,1,電気の恋人 -I am Programmer's Song-,电气的恋人 -I am Programmer's Song-,电气的恋人 -I am Programmer's Song-,CURRENT,high,Existing zh value is outside this audit gap.,電気の恋人 -I am Programmer's Song-,電気の恋人 -I am Programmer's Song-,KEEP_ORIGINAL,medium,Existing title already carries an English subtitle; no stronger canonical English form found.,,https://search.bilibili.com/all?keyword=%E9%9B%BB%E6%B0%97%E3%81%AE%E6%81%8B%E4%BA%BA+-I+am+Programmer%27s+Song-
SONG-0413,1,筆おろし,筆おろし,筆おろし,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,筆おろし,Fudeoroshi,REVIEW,medium,VocaDB English 'Grated Brush' is questionable; romanization is safer if an English display value is required.,"VocaDB: Japanese=筆おろし, Romaji=Fudeoroshi, Unspecified=Distance From D to Heaven, English=Grated Brush | Vocaloid Wiki page: Dead Ball Project vol.3",https://vocadb.net/S/2477 | https://vocaloid.fandom.com/wiki/Dead_Ball_Project_vol.3
SONG-0423,1,木枯らしの朝,木枯らしの朝,木枯らしの朝,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,Anyway the Wind Blows,Anyway the Wind Blows,CURRENT,high,Existing en value is outside this audit gap.,"VocaDB: Japanese=木枯らしの朝, Romaji=Kogarashi no Asa, English=Anyway the Wind Blows, Unspecified=Wintry Morning | Vocaloid Wiki: Official English=Anyway the Wind Blows, English=Wintry Morning, Romaji=Kogarashi no Asa",https://vocadb.net/S/8791 | https://vocaloid.fandom.com/wiki/%E6%9C%A8%E6%9E%AF%E3%82%89%E3%81%97%E3%81%AE%E6%9C%9D_%28Kogarashi_no_Asa%29
SONG-0427,1,与你同行～B With U～,与你同行～B With U～,与你同行～B With U～,CURRENT,high,Existing zh value is outside this audit gap.,与你同行～B With U～,与你同行～B With U～,KEEP_ORIGINAL,high,Official Bilibili title is Chinese + B With U; no official full-English title.,,https://www.bilibili.com/video/BV16W411s7Gz/
SONG-0436,1,恋は戦争 (future retro remix by kz),恋は戦争 (future retro remix by kz),恋爱战争 (future retro remix by kz),TRANSLATE,medium,Chinese community commonly uses 恋爱战争/恋爱是战争/恋爱就是战争; keep remix suffix exact.,恋は戦争 (future retro remix by kz),Love is War (future retro remix by kz),TRANSLATE,high,PJSK/VocaDB use Love is War; remix suffix preserved.,"PJSK JP/EN/CN: 恋は戦争/Love is War/恋は戦争 | Vocaloid Wiki: Official English=EAGER LOVE REVENGE, English=Love is War, Romaji=Koi wa Sensou | Chinese community check: 恋爱战争 (future retro remix by kz)",https://github.com/Sekai-World/sekai-master-db-diff/blob/main/musics.json | https://vocaloid.fandom.com/wiki/%E6%81%8B%E3%81%AF%E6%88%A6%E4%BA%89_%28Koi_wa_Sensou%29 | https://www.bilibili.com/video/BV1Wo4y127QC/ | https://search.bilibili.com/all?keyword=%22%E6%81%8B%E3%81%AF%E6%88%A6%E4%BA%89+%28future+retro+remix+by+kz%29%22+%22%E6%81%8B%E7%88%B1%E6%88%98%E4%BA%89+%28future+retro+remix+by+kz%29%22
